timestamp_ms,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1659956400000,1772.84,1792.65,1768.45,1789.37,40698.3292,1659959999999,72460299.164022,52015,23960.7396,42666011.610716,0
1659960000000,1789.37,1818.0,1785.18,1808.07,75983.8261,1659963599999,136938827.43537,90801,42076.0838,75836968.259249,0
1659963600000,1808.07,1808.16,1792.64,1800.7,41732.3647,1659967199999,75114814.233132,52447,20908.9044,37637326.566141,0
1659967200000,1800.69,1804.52,1793.0,1794.18,28307.014,1659970799999,50896435.294724,41176,13987.9135,25153217.858517,0
1659970800000,1794.18,1798.94,1767.0,1775.31,54989.0603,1659974399999,97883494.547631,64618,23610.3774,42026779.550667,0
1659974400000,1775.31,1777.87,1755.6,1768.02,52899.1907,1659977999999,93384390.294048,56744,25624.8531,45245336.59788,0
1659978000000,1768.02,1774.27,1763.61,1770.61,16927.5629,1659981599999,29950983.924625,25042,8348.2716,14771502.578174,0
1659981600000,1770.6,1782.68,1761.79,1773.17,24929.1037,1659985199999,44169144.468589,30610,13546.494,24003776.628136,0
1659985200000,1773.16,1787.0,1767.43,1783.13,20218.9131,1659988799999,35969502.74362,28773,10993.0905,19558701.598133,0
1659988800000,1783.12,1799.32,1781.81,1796.99,26642.7004,1659992399999,47676916.234172,32834,15027.1133,26892240.787527,0
1659992400000,1796.98,1797.26,1765.29,1769.61,29652.3801,1659995999999,52664904.241275,36509,14941.2818,26520433.725744,0
1659996000000,1769.61,1779.55,1757.99,1778.3,27324.8088,1659999599999,48393848.13174,30814,13918.7056,24650862.518806,0
1659999600000,1778.3,1789.93,1768.62,1777.05,26302.5608,1660003199999,46789829.849023,33712,12952.9415,23038446.728682,0
1660003200000,1777.05,1786.81,1769.19,1774.1,16191.2385,1660006799999,28796004.178111,25559,7725.8961,13738854.21584,0
1660006800000,1774.1,1776.31,1761.44,1766.16,25185.3261,1660010399999,44580779.269034,33280,11081.4982,19616795.488106,0
1660010400000,1766.16,1775.88,1761.59,1773.88,12385.5057,1660013999999,21906405.773134,19655,6722.4718,11891216.299274,0
1660014000000,1773.87,1781.0,1772.33,1778.53,11631.243,1660017599999,20678029.391364,21600,6310.5465,11218818.982021,0
1660017600000,1778.53,1782.0,1773.33,1780.22,12556.171,1660021199999,22332028.206885,22383,6331.4876,11261669.394088,0
1660021200000,1780.22,1781.34,1774.2,1777.43,9717.8693,1660024799999,17274251.253176,17925,4872.2425,8660582.004684,0
1660024800000,1777.43,1781.03,1766.71,1779.98,23505.6792,1660028399999,41645743.692605,33638,12412.0027,21992364.145041,0
1660028400000,1779.98,1790.83,1775.56,1782.02,25792.6688,1660031999999,45973254.768218,39643,13120.2988,23389843.717004,0
1660032000000,1782.01,1783.0,1768.52,1771.53,21679.2942,1660035599999,38477427.208286,29454,9731.5879,17270569.120203,0
1660035600000,1771.52,1775.71,1733.0,1734.53,60638.2937,1660039199999,106376662.702732,66138,25446.8687,44657751.714744,0
1660039200000,1734.6,1744.53,1712.54,1713.66,71208.2572,1660042799999,123024375.272409,84235,32784.9377,56643156.318752,0
1660042800000,1713.66,1724.04,1692.2,1704.04,74345.5035,1660046399999,127154122.764535,99892,35692.5837,61077018.067179,0
1660046400000,1704.04,1715.61,1698.38,1707.02,55936.7666,1660049999999,95478921.083344,58467,28254.4818,48225020.542457,0
1660050000000,1707.03,1718.0,1683.11,1686.63,64458.693,1660053599999,109858862.839018,76035,31530.1963,53761499.333774,0
1660053600000,1686.62,1692.67,1667.93,1685.26,75912.9254,1660057199999,127642487.628204,94952,37854.159,63646544.638631,0
1660057200000,1685.25,1695.65,1680.32,1684.63,34891.7971,1660060799999,58925323.041433,43892,19028.5354,32137527.10968,0
1660060800000,1684.64,1692.11,1674.58,1688.34,36187.6398,1660064399999,60940166.662715,47668,19622.078,33049521.896193,0
1660064400000,1688.34,1698.52,1683.0,1693.67,28742.5336,1660067999999,48609705.943035,40993,13478.8457,22798165.87752,0
1660068000000,1693.67,1694.81,1684.21,1690.0,39116.8811,1660071599999,66083436.113597,35210,18032.2444,30458703.200059,0
1660071600000,1690.01,1693.0,1681.1,1688.0,18720.5819,1660075199999,31584862.948771,27768,9689.4409,16349772.558095,0
1660075200000,1688.01,1698.87,1687.4,1696.61,16441.2553,1660078799999,27854552.462392,26615,8827.8169,14955065.930568,0
1660078800000,1696.61,1711.18,1695.59,1706.7,32742.6704,1660082399999,55803800.72059,52328,17732.287,30212843.007147,0
1660082400000,1706.69,1716.74,1697.01,1703.8,29642.9004,1660085999999,50653550.834784,41419,11713.8097,20020048.788703,0
1660086000000,1703.8,1711.04,1700.0,1702.76,20539.4071,1660089599999,35017062.327301,23518,10478.7366,17865523.650834,0
1660089600000,1702.76,1702.76,1656.78,1672.21,65865.2678,1660093199999,110342215.206242,69586,30654.2468,51356103.143235,0
1660093200000,1672.21,1690.87,1671.5,1680.85,30829.3042,1660096799999,51862460.738577,36487,14830.8169,24950837.612292,0
1660096800000,1680.85,1685.17,1667.0,1680.67,30289.1468,1660100399999,50707309.087195,34270,13378.0553,22396697.353435,0
1660100400000,1680.66,1684.69,1668.2,1669.49,43672.2843,1660103999999,73077342.934513,41042,20808.5092,34818175.153319,0
1660104000000,1669.5,1684.0,1667.33,1679.81,26659.4774,1660107599999,44697036.462555,40476,12439.5828,20855175.338292,0
1660107600000,1679.8,1684.0,1673.61,1679.64,16880.3367,1660111199999,28351483.800681,25338,7850.008,13185142.889603,0
1660111200000,1679.64,1682.75,1672.29,1679.75,20988.4876,1660114799999,35209163.574422,26504,8273.2934,13881722.95852,0
1660114800000,1679.75,1691.49,1679.2,1686.0,26469.343,1660118399999,44614941.2837,44638,13107.2574,22089760.536719,0
1660118400000,1686.01,1706.12,1684.22,1702.6,40959.0674,1660121999999,69399709.94346,70680,20800.1188,35245944.878083,0
1660122000000,1702.6,1708.0,1692.65,1700.08,24605.8411,1660125599999,41835399.31756,35669,12378.002,21046501.861221,0
1660125600000,1700.07,1701.5,1689.41,1693.75,17691.5211,1660129199999,29977545.114347,27810,7694.4694,13038008.815021,0
1660129200000,1693.74,1713.53,1691.92,1707.2,33512.1824,1660132799999,57090112.332378,48290,17931.6819,30544381.278008,0
1660132800000,1707.2,1838.0,1703.6,1823.0,258750.4735,1660136399999,460053604.25149906,290874,139114.4755,247485185.486469,0
1660136400000,1823.0,1848.0,1808.34,1828.99,161762.5981,1660139999999,295869864.220028,174651,84448.1901,154469777.439955,0
1660140000000,1829.0,1853.55,1820.04,1844.55,112933.0703,1660143599999,207518554.672552,102722,65004.6847,119519378.410694,0
1660143600000,1844.55,1851.04,1835.29,1837.5,84743.1888,1660147199999,156164914.674674,84484,47602.6145,87713356.516132,0
1660147200000,1837.49,1849.66,1825.74,1830.5,62875.8454,1660150799999,115563048.365252,87890,31577.8144,58027472.211307,0
1660150800000,1830.5,1839.33,1822.2,1833.37,29977.3074,1660154399999,54881866.699676,43693,14671.5852,26858187.499263,0
1660154400000,1833.38,1836.34,1804.08,1813.5,55690.3622,1660157999999,101294176.405414,69575,28069.1795,51076555.864988,0
1660158000000,1813.51,1826.35,1809.1,1818.24,30821.6119,1660161599999,56050821.18153,38254,14267.6152,25959873.04784,0
1660161600000,1818.24,1844.2,1817.72,1842.5,34829.6862,1660165199999,63805864.117465,37256,21051.9629,38561333.515305,0
1660165200000,1842.5,1885.0,1828.88,1860.68,63307.6255,1660168799999,117645449.399018,98796,37556.1103,69810333.766626,0
1660168800000,1860.69,1869.27,1845.7,1849.99,29681.3417,1660172399999,55101016.175006,40892,14940.8573,27739350.892624,0
1660172400000,1850.0,1855.47,1846.56,1853.57,13972.1419,1660175999999,25860915.109312,20804,7181.7541,13292361.489308,0
1660176000000,1853.58,1882.0,1850.32,1875.75,38386.1442,1660179599999,71544099.061964,45132,21785.3525,40604583.664525,0
1660179600000,1875.74,1918.19,1868.22,1906.52,96291.7732,1660183199999,182410696.50302,108906,54287.3777,102887657.183094,0
1660183200000,1906.52,1912.39,1864.02,1879.23,71657.6049,1660186799999,134714253.066483,76208,34162.5656,64226766.330161,0
1660186800000,1879.22,1887.62,1870.01,1880.37,70717.0766,1660190399999,132855867.27355,48458,40870.5423,76757587.477838,0
1660190400000,1880.38,1893.31,1879.06,1892.36,33793.1037,1660193999999,63709404.835698,33772,19818.2119,37366351.147134,0
1660194000000,1892.45,1906.0,1881.63,1892.09,52146.1328,1660197599999,98890760.028135,56218,23650.0273,44857772.77195,0
1660197600000,1892.09,1899.13,1880.9,1887.54,32498.5692,1660201199999,61467292.628976,51324,15822.2567,29927004.883575,0
1660201200000,1887.54,1904.0,1870.0,1878.88,56251.4055,1660204799999,106175453.533133,68728,28776.3289,54346252.295327,0
1660204800000,1878.87,1892.62,1873.72,1890.51,29970.7982,1660208399999,56453939.894773,40248,16337.169,30776026.085917,0
1660208400000,1890.5,1893.62,1880.55,1880.97,25165.0823,1660211999999,47501074.29406,29405,11289.053,21310818.178454,0
1660212000000,1880.97,1889.41,1876.01,1885.74,26662.4666,1660215599999,50223087.145427,33402,13648.1991,25713148.160624,0
1660215600000,1885.74,1913.49,1884.5,1903.58,42036.6067,1660219199999,79814945.190295,54827,22604.175,42926574.759512,0
1660219200000,1903.58,1942.0,1902.69,1927.11,117036.9534,1660222799999,225193433.172483,132625,62096.2086,119484742.472749,0
1660222800000,1927.12,1928.74,1896.85,1911.81,68871.4081,1660226399999,131692890.060722,81432,33550.8506,64155094.279472,0
1660226400000,1911.81,1926.0,1885.0,1902.33,73444.7809,1660229999999,140048839.552843,88237,38723.5256,73886791.124786,0
1660230000000,1902.33,1909.18,1883.78,1890.48,50566.5179,1660233599999,95869516.104784,65997,25632.4279,48607872.873446,0
1660233600000,1890.48,1902.8,1884.84,1900.65,29774.0674,1660237199999,56376772.449819,41986,16400.8638,31057133.185715,0
1660237200000,1900.65,1908.39,1896.16,1901.21,25075.4131,1660240799999,47708817.092749,39320,12973.2954,24685944.126292,0
1660240800000,1901.22,1901.23,1875.56,1886.6,38856.327,1660244399999,73269075.070974,50347,19016.6353,35854798.076255,0
1660244400000,1886.6,1899.16,1876.8,1899.16,27126.9466,1660247999999,51259249.591586,35890,12397.0196,23420791.337982,0
1660248000000,1899.16,1904.08,1884.68,1901.51,22858.7611,1660251599999,43305425.544865,32208,11231.8227,21281549.097955,0
1660251600000,1901.51,1905.38,1886.7,1898.99,16933.8815,1660255199999,32147414.5634,29152,8007.4059,15202673.196297,0
1660255200000,1898.98,1900.64,1871.81,1873.09,27243.5358,1660258799999,51337895.248846,40911,11942.451,22507737.849699,0
1660258800000,1873.09,1883.73,1867.27,1880.19,31896.5442,1660262399999,59748762.892047,40266,16220.1265,30390092.421447,0
1660262400000,1880.19,1889.98,1857.67,1885.62,35051.9698,1660265999999,65705736.096792,49419,16967.5729,31811461.14591,0
1660266000000,1885.62,1891.91,1878.0,1880.3,15735.0324,1660269599999,29665371.143433,28582,8123.514,15315358.313241,0
1660269600000,1880.31,1913.9,1871.01,1903.1,43573.9729,1660273199999,82563051.634233,49087,21089.3944,39943816.665177,0
1660273200000,1903.11,1908.75,1895.09,1903.98,24017.5681,1660276799999,45650470.429656,37342,12672.7138,24089282.546703,0
1660276800000,1903.99,1909.49,1888.0,1890.94,16736.7741,1660280399999,31787821.099697,29014,8216.6342,15609458.348604,0
1660280400000,1890.93,1902.57,1890.4,1893.57,19220.2147,1660283999999,36433148.299295,33237,10227.6556,19388228.441358,0
1660284000000,1893.56,1896.84,1882.67,1891.78,17267.4414,1660287599999,32615535.85585,33190,8310.6069,15698000.822002,0
1660287600000,1891.77,1893.33,1882.56,1888.44,18547.5842,1660291199999,35003577.608553,32006,9300.3947,17551435.706399,0
1660291200000,1888.44,1896.88,1884.03,1887.38,18522.1115,1660294799999,35035272.824889,31768,9000.0279,17025843.466718,0
1660294800000,1887.39,1904.54,1886.5,1892.99,24348.3933,1660298399999,46189664.863469,38615,12886.0929,24448991.20031,0
1660298400000,1892.99,1894.98,1871.13,1873.0,33963.5193,1660301999999,63983433.121011,45162,16705.0339,31461051.72832,0
1660302000000,1873.0,1880.59,1853.06,1868.61,53224.07,1660305599999,99445675.752405,67688,24251.1926,45334322.108401,0
1660305600000,1868.61,1884.27,1867.4,1880.68,23049.1782,1660309199999,43273157.54215,39666,11657.1805,21886879.647743,0
1660309200000,1880.68,1893.58,1868.2,1883.72,38635.8065,1660312799999,72669167.061485,55148,19263.0277,36234083.658869,0
1660312800000,1883.71,1888.36,1870.3,1881.2,31443.5168,1660316399999,59135582.410286,49308,15214.1348,28613719.928158,0
1660316400000,1881.19,1903.79,1878.2,1897.69,30038.6622,1660319999999,56905287.275363,44513,16029.7328,30371237.208007,0
1660320000000,1897.68,1907.22,1892.29,1893.92,27649.8576,1660323599999,52531771.016762,40411,13809.9683,26242316.951268,0
1660323600000,1893.92,1902.0,1891.0,1899.0,16752.7326,1660327199999,31763059.080467,31185,8742.9112,16576381.979165,0
1660327200000,1899.0,1925.45,1896.5,1911.54,44135.4997,1660330799999,84365456.447513,60248,23512.5398,44941919.78851,0
1660330800000,1911.55,1931.19,1911.32,1926.21,34702.0296,1660334399999,66739851.358834,51283,19476.0548,37461398.190493,0
1660334400000,1926.21,1936.9,1916.67,1931.8,43038.3074,1660337999999,82821508.171889,42440,21303.2131,41002241.671652,0
1660338000000,1931.81,1933.49,1922.0,1922.72,14041.3193,1660341599999,27051580.071411,23890,6619.5361,12752208.038247,0
1660341600000,1922.71,1932.54,1918.0,1931.65,22896.2482,1660345199999,44041546.435389,27568,12691.6653,24415530.723641,0
1660345200000,1931.66,1964.71,1926.19,1958.28,71036.2917,1660348799999,138518425.209281,86408,39864.2188,77728299.094271,0
1660348800000,1958.28,1971.17,1946.5,1969.23,34224.8241,1660352399999,66933435.257274,47513,18074.083,35360507.528669,0
1660352400000,1969.24,1972.0,1953.58,1963.86,39190.3883,1660355999999,76973487.161664,50415,19708.8815,38724276.780756,0
1660356000000,1963.87,1980.0,1960.23,1978.18,24032.6076,1660359599999,47274771.192978,39294,13653.3056,26865812.202181,0
1660359600000,1978.17,1998.88,1968.0,1996.57,54283.4392,1660363199999,107492257.945174,76673,30310.6908,60043914.846326,0
1660363200000,1996.57,2009.8,1986.05,1992.38,50910.0086,1660366799999,101612922.093599,62507,28973.7249,57848765.957463,0
1660366800000,1992.38,2000.21,1989.6,1994.06,27143.8749,1660370399999,54130471.978781,41316,14235.131,28390365.05397,0
1660370400000,1994.06,2020.0,1994.05,2005.31,61009.7719,1660373999999,122641182.371131,74606,31455.5202,63219566.424834,0
1660374000000,2005.3,2011.35,1994.22,1995.78,25187.2385,1660377599999,50451548.404422,36861,10699.4705,21437025.607871,0
1660377600000,1995.78,2004.78,1981.4,1987.5,36287.988,1660381199999,72429291.822026,44803,18583.0711,37112126.622662,0
1660381200000,1987.5,2007.64,1982.07,2002.01,33254.2363,1660384799999,66354864.371373,39790,17062.0776,34059019.093886,0
1660384800000,2002.0,2002.41,1989.16,1993.67,21362.1227,1660388399999,42645164.741932,31911,8543.4747,17059870.454928,0
1660388400000,1993.68,1994.68,1973.21,1985.99,28106.3864,1660391999999,55753112.94653,39251,11045.6853,21916363.140841,0
1660392000000,1986.0,1986.0,1961.99,1980.62,35477.9289,1660395599999,70048838.596914,40602,17385.9475,34329265.178361,0
1660395600000,1980.62,1989.0,1974.13,1978.14,23332.9842,1660399199999,46238857.085548,29952,12753.416,25279492.093838,0
1660399200000,1978.14,1986.58,1974.69,1981.86,20750.1291,1660402799999,41124511.643862,26003,12018.8436,23823218.45678,0
1660402800000,1981.85,1995.0,1979.0,1988.51,24232.3807,1660406399999,48122059.910188,34556,13226.2963,26272504.093886,0
1660406400000,1988.51,1996.83,1984.05,1989.62,17477.2445,1660409999999,34768349.240696,32539,8321.4764,16555624.829744,0
1660410000000,1989.62,2000.94,1986.5,1999.68,20479.9557,1660413599999,40851232.395618,28529,11961.3808,23859375.412602,0
1660413600000,1999.67,2004.27,1976.0,1983.67,43270.6611,1660417199999,85970256.036483,40643,22820.2912,45349681.114673,0
1660417200000,1983.66,1987.0,1972.24,1975.62,19066.8142,1660420799999,37757896.828892,26708,9409.8218,18633182.741407,0
1660420800000,1975.63,1994.0,1967.61,1989.76,20983.9522,1660424399999,41589695.532788,31725,11465.9341,22730027.363584,0
1660424400000,1989.77,1994.8,1983.5,1987.01,11125.952,1660427999999,22133180.173634,20103,5021.482,9987314.132451,0
1660428000000,1987.01,1991.9,1978.2,1978.67,12253.8997,1660431599999,24321263.38682,22063,6152.7472,12212290.407407,0
1660431600000,1978.67,1987.49,1974.69,1983.55,12431.2405,1660435199999,24616703.174164,22506,6469.7181,12810485.573676,0
1660435200000,1983.55,1991.02,1975.0,1986.27,14563.6776,1660438799999,28901348.831744,24163,8134.9044,16146688.545233,0
1660438800000,1986.28,1996.0,1970.96,1988.14,23360.5692,1660442399999,46361404.986701,33377,11654.6973,23129981.432257,0
1660442400000,1988.14,1990.84,1982.25,1987.78,10261.8834,1660445999999,20395350.156025,22109,4930.7922,9799858.159685,0
1660446000000,1987.79,1989.17,1982.11,1985.82,9053.6676,1660449599999,17984191.548032,19052,4523.5655,8985457.828743,0
1660449600000,1985.83,1999.46,1981.0,1991.89,15388.953,1660453199999,30618311.58773,25908,8182.2808,16282222.835473,0
1660453200000,1991.9,1996.56,1986.66,1992.61,12825.8498,1660456799999,25549783.793376,21150,5835.9378,11625622.295369,0
1660456800000,1992.61,1996.49,1989.01,1993.13,14088.6359,1660460399999,28064079.26719,19814,7396.409,14733163.081264,0
1660460400000,1993.14,2030.0,1991.94,2016.75,56087.3227,1660463999999,112844097.231943,71083,30462.4612,61291793.433334,0
1660464000000,2016.75,2017.41,1994.38,1999.7,31841.0849,1660467599999,63881986.996743,48939,14822.3071,29731904.948314,0
1660467600000,1999.69,2012.5,1997.06,2008.67,18409.0742,1660471199999,36935052.581609,29463,11440.5548,22957478.105047,0
1660471200000,2008.67,2009.09,1996.26,1997.67,14699.892,1660474799999,29413970.619278,24701,6368.2146,12741655.840148,0
1660474800000,1997.67,2002.54,1981.0,1990.15,21391.565,1660478399999,42612598.484626,36556,10636.3073,21190667.168513,0
1660478400000,1990.16,1991.64,1979.01,1985.94,27619.1455,1660481999999,54811550.626593,32188,15947.7874,31649895.167046,0
1660482000000,1985.94,1987.03,1970.13,1976.98,29662.1715,1660485599999,58666001.282505,41903,13326.2428,26359879.390714,0
1660485600000,1976.98,1986.41,1974.85,1982.15,13274.3494,1660489199999,26305431.01136,27370,6550.235,12980959.841572,0
1660489200000,1982.15,1986.51,1977.5,1984.17,11875.5062,1660492799999,23543067.629435,22342,5469.6706,10844211.099751,0
1660492800000,1984.18,1984.81,1941.13,1941.13,46520.4853,1660496399999,91280840.747547,61860,20247.203,39716126.040819,0
1660496400000,1941.14,1944.49,1921.1,1922.42,64663.9382,1660499999999,125047183.06564,76611,33130.0501,64090274.110793,0
1660500000000,1922.43,1932.45,1906.0,1930.03,34542.9669,1660503599999,66349644.368871,53150,17228.1173,33104098.135707,0
1660503600000,1930.03,1935.21,1926.24,1931.42,16000.5097,1660507199999,30888321.413764,27357,6838.2586,13201236.998551,0
1660507200000,1931.42,1944.88,1928.75,1940.54,15354.3065,1660510799999,29758464.033006,32611,8523.2224,16518818.293712,0
1660510800000,1940.54,1960.23,1938.45,1948.35,19504.6667,1660514399999,38012981.8498,35302,10291.9273,20058615.373112,0
1660514400000,1948.35,1949.62,1917.0,1932.75,32774.4978,1660517999999,63354270.166805,46447,15095.594,29180232.568171,0
1660518000000,1932.74,1940.39,1929.88,1935.31,15818.7662,1660521599999,30606948.943628,23311,7942.0703,15367046.690976,0
1660521600000,1935.32,1958.39,1923.0,1957.42,27436.7775,1660525199999,53229592.428697,42957,14577.6236,28286736.185566,0
1660525200000,1957.42,1975.74,1946.29,1973.83,36752.038,1660528799999,72142894.047544,50277,19693.2725,38661852.145673,0
1660528800000,1973.83,2006.82,1969.41,2000.15,57503.0253,1660532399999,114414104.942858,78018,28281.2151,56294730.526222,0
1660532400000,2000.16,2012.47,1976.04,1986.33,49755.9608,1660535999999,99320940.878553,72938,24835.8559,49585047.104662,0
1660536000000,1986.33,1987.0,1974.08,1983.09,23890.9494,1660539599999,47308651.131584,40084,12443.0685,24639876.241901,0
